player_id,contestantCode,shirt_number,contestantName,player,contestantClubName,contestantShortName,team_uuid,first_name,squad_position,last_name,team_id,date_of_birth,player_uuid,squad_position_detailed,age,attack_overall_apps,attack_overall_mins_played,attack_overall_goals,attack_overall_xg,attack_overall_goals_vs_xg,attack_overall_shots,attack_overall_shots_on_target,attack_overall_shot_conv,attack_overall_xg_per_shot,attack_nonPenalty_np_goals,attack_nonPenalty_np_xg,attack_nonPenalty_np_goals_vs_xg,attack_nonPenalty_np_shots,attack_nonPenalty_np_shots_on_target,attack_nonPenalty_np_shot_conv,attack_nonPenalty_np_xg_per_shot,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,carries_overall_apps,carries_overall_carries,carries_overall_carry_distance,carries_overall_progressive_carries,carries_overall_progressive_distance,carries_overall_shot_ending,carries_overall_goal_ending,carries_overall_chance_ending,carries_overall_assist_ending,carries_overall_dist_per_carry,carries_overall_dist_per_progressive_carry,defending_overall_tackles,defending_overall_interceptions,defending_overall_recoveries,defending_overall_blocks,defending_overall_clearances,defending_overall_ground_duels,defending_overall_ground_duels_won,defending_overall_ground_duel_perc,defending_overall_aerial_duels,defending_overall_aerial_duels_won,defending_overall_aerial_duel_perc,defending_discipline_yellows,defending_discipline_reds,defending_discipline_fouls_commited,defending_discipline_pens_conceded,defending_discipline_offsides,goalkeeping_overall_apps,goalkeeping_overall_mins_played,goalkeeping_overall_team_mins,goalkeeping_overall_team_mins_perc,goalkeeping_overall_ogs,goalkeeping_overall_goals_conceded,goalkeeping_overall_saves_made,goalkeeping_overall_save_perc,goalkeeping_overall_goals_prevented,goalkeeping_overall_goals_prevented_rate,goalkeeping_overall_xgot_conceded
177815,LEE,9,Leeds United FC,Dominic Calvert-Lewin,Leeds United,Leeds,48gk2hpqtsl6p9sx9kjhaydq4,Dominic,Forward,Calvert-Lewin,2,1997-03-16,374kcix9j7e1cob4uxmfncwyd,Striker,29.21,35.0,2726.0,14.0,15.81,-1.81,74.0,34.0,18.92,0.21,10.0,11.87,-1.87,69.0,30.0,14.49,0.17,2726.0,35.0,20.0,19.0,4.13,0.0,1.089,1.089,1.0,1.0,460.0,269.0,58.48,244.0,130.0,53.28,10.0,1.0,10.0,1.0,1.0,100.0,31.0,108.0,1232.105,52.0,538.44,10.0,1.0,3.0,0.0,11.408,10.355,10.0,4.0,46.0,6.0,36.0,149.0,56.0,37.584,317.0,128.0,40.379,3.0,0.0,45.0,0.0,26.0,,,,,,,,,,,
178186,WHU,20,West Ham United FC,Jarrod Bowen,West Ham United,West Ham,4txjdaqveermfryvbfrr4taf7,Jarrod,Forward,Bowen,21,1996-12-20,d542ijpf3j9hdrtt1mfe6vwlx,Striker,29.45,38.0,3405.0,9.0,7.26,1.74,79.0,28.0,11.39,0.09,8.0,6.47,1.53,78.0,27.0,10.26,0.08,3405.0,38.0,45.0,26.0,3.41,17.78,5.242,3.932,11.0,6.0,793.0,585.0,73.77,382.0,251.0,65.71,90.0,13.0,14.44,6.0,3.0,50.0,38.0,395.0,5225.234,269.0,3386.67,27.0,2.0,18.0,4.0,13.228,12.59,50.0,27.0,159.0,6.0,39.0,337.0,152.0,45.104,90.0,33.0,36.667,5.0,0.0,19.0,0.0,17.0,,,,,,,,,,,
178301,AVL,11,Aston Villa FC,Ollie Watkins,Aston Villa,Aston Villa,b496gs285it6bheuikox6z9mj,Ollie,Forward,Watkins,7,1995-12-30,5m0j33eoa5c8pqlr0tdf7undh,Second Striker,30.42,37.0,2852.0,16.0,15.14,0.86,83.0,38.0,19.28,0.18,16.0,15.14,0.86,83.0,38.0,19.28,0.18,2852.0,37.0,23.0,20.0,4.29,0.0,1.303,1.302,3.0,3.0,476.0,346.0,72.69,234.0,164.0,70.09,7.0,2.0,28.57,3.0,0.0,0.0,37.0,185.0,2267.342,110.0,1330.35,28.0,2.0,6.0,0.0,12.256,12.094,22.0,6.0,49.0,2.0,15.0,189.0,80.0,42.328,93.0,36.0,38.71,4.0,0.0,35.0,0.0,24.0,,,,,,,,,,,
179268,CHE,3,Chelsea FC,Marc Cucurella,Chelsea,Chelsea,9q0arba2kbnywth8bkxlhgmdr,Marc,Defender,Cucurella,8,1998-07-22,7c2wnewpcf1idj6ghj6gu0wyd,Wing Back,27.86,34.0,2710.0,1.0,2.35,-1.35,20.0,6.0,5.0,0.12,1.0,2.35,-1.35,20.0,6.0,5.0,0.12,2710.0,34.0,39.0,34.0,2.39,2.56,3.214,3.204,4.0,3.0,1445.0,1268.0,87.75,403.0,331.0,82.13,43.0,13.0,30.23,2.0,0.0,0.0,34.0,221.0,2274.104,158.0,1652.07,1.0,0.0,13.0,0.0,10.29,10.456,55.0,32.0,113.0,8.0,87.0,159.0,84.0,52.83,69.0,36.0,52.174,8.0,1.0,45.0,0.0,5.0,,,,,,,,,,,
179458,BUR,7,Burnley FC,Jacob Bruun Larsen,Burnley,Burnley,64bxxwu2mv2qqlv0monbkj1om,Jacob,Forward,Bruun Larsen,90,1998-09-19,9dnrpl2c7n769i8nbfnboq2tx,Winger,27.7,28.0,1023.0,0.0,1.38,-1.38,17.0,4.0,0.0,0.08,0.0,1.38,-1.38,17.0,4.0,0.0,0.08,1023.0,28.0,12.0,8.0,2.81,25.0,1.171,1.021,1.0,1.0,292.0,238.0,81.51,138.0,107.0,77.54,24.0,5.0,20.83,2.0,0.0,0.0,24.0,105.0,1188.252,56.0,635.985,2.0,0.0,3.0,0.0,11.317,11.357,12.0,6.0,31.0,1.0,13.0,64.0,22.0,34.375,28.0,11.0,39.286,0.0,0.0,1.0,0.0,4.0,,,,,,,,,,,
180135,LEE,8,Leeds United FC,Sean Longstaff,Leeds United,Leeds,48gk2hpqtsl6p9sx9kjhaydq4,Sean,Midfielder,Longstaff,2,1997-10-30,9pv566tidfz21e00y4t0mbap5,Central Midfielder,28.59,23.0,1006.0,2.0,1.25,0.75,16.0,4.0,12.5,0.08,2.0,1.25,0.75,16.0,4.0,12.5,0.08,1006.0,23.0,25.0,10.0,2.38,52.0,1.912,0.564,2.0,0.0,449.0,380.0,84.63,123.0,83.0,67.48,7.0,2.0,28.57,1.0,1.0,100.0,18.0,83.0,898.954,37.0,290.22,0.0,0.0,3.0,0.0,10.831,7.844,38.0,12.0,43.0,6.0,11.0,108.0,57.0,52.778,22.0,10.0,45.455,2.0,0.0,13.0,0.0,1.0,,,,,,,,,,,
180736,CHE,23,Chelsea FC,Trevoh Chalobah,Chelsea,Chelsea,9q0arba2kbnywth8bkxlhgmdr,Trevoh,Defender,Chalobah,8,1999-07-05,5e2zgfe3ltc6qbnoqdfshqsph,Central Defender,26.91,34.0,2782.0,3.0,1.43,1.57,16.0,5.0,18.75,0.09,3.0,1.43,1.57,16.0,5.0,18.75,0.09,2782.0,34.0,5.0,5.0,0.23,0.0,1.051,1.048,0.0,0.0,2283.0,2124.0,93.04,241.0,183.0,75.93,5.0,1.0,20.0,4.0,2.0,50.0,33.0,343.0,3165.506,176.0,1534.89,1.0,0.0,0.0,0.0,9.229,8.721,35.0,35.0,119.0,16.0,178.0,94.0,59.0,62.766,135.0,75.0,55.556,3.0,1.0,20.0,0.0,2.0,,,,,,,,,,,
180804,BUR,6,Burnley FC,Axel Tuanzebe,Burnley,Burnley,64bxxwu2mv2qqlv0monbkj1om,Axel,Defender,Tuanzebe,90,1997-11-14,cr74l0rwvkf4yck0go4esw44p,Full Back,28.55,14.0,1202.0,1.0,0.61,0.39,2.0,1.0,50.0,0.3,1.0,0.61,0.39,2.0,1.0,50.0,0.3,1202.0,14.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,569.0,481.0,84.53,61.0,31.0,50.82,1.0,0.0,0.0,0.0,0.0,0.0,14.0,111.0,1107.765,59.0,553.35,0.0,0.0,0.0,0.0,9.98,9.379,14.0,11.0,40.0,10.0,83.0,34.0,16.0,47.059,46.0,22.0,47.826,1.0,0.0,13.0,1.0,1.0,,,,,,,,,,,
180974,NEW,7,Newcastle United FC,Joelinton,Newcastle United,Newcastle,7vn2i2kd35zuetw6b38gw9jsz,Joelinton Cássio,Midfielder,Apolinário de Lira,4,1996-08-14,c589fk8pfqvbukvtdqu1yhjv9,Central Midfielder,29.8,27.0,1953.0,2.0,2.39,-0.39,32.0,11.0,6.25,0.07,2.0,2.39,-0.39,32.0,11.0,6.25,0.07,1953.0,27.0,17.0,16.0,1.94,0.0,1.347,1.346,1.0,1.0,839.0,694.0,82.72,262.0,209.0,79.77,10.0,2.0,20.0,2.0,0.0,0.0,27.0,195.0,1956.926,98.0,864.36,7.0,0.0,0.0,0.0,10.036,8.82,43.0,30.0,120.0,3.0,40.0,186.0,86.0,46.237,110.0,63.0,57.273,10.0,0.0,47.0,0.0,1.0,,,,,,,,,,,
183656,BRE,10,Brentford FC,Josh Dasilva,Brentford,Brentford,7yx5dqhhphyvfisohikodajhv,Josh,Midfielder,Dasilva,94,1998-10-23,bs7iyv9ys61m88qh4rvb0tpzp,0,27.61,2.0,2.0,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,0.0,0.08,-0.08,1.0,0.0,0.0,0.08,2.0,2.0,1.0,1.0,20.0,0.0,0.001,0.001,0.0,0.0,5.0,4.0,80.0,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,29.548,1.0,12.495,0.0,0.0,0.0,0.0,9.849,12.495,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
184029,ARS,8,Arsenal FC,Martin Ødegaard,Arsenal,Arsenal,4dsgumo7d4zupm2ugsvm4zm4d,Martin,Midfielder,Ødegaard,3,1998-12-17,b1lcxeihx8z6pfv1jef4j5jh1,Attacking Midfielder,27.46,24.0,1370.0,1.0,1.23,-0.23,22.0,8.0,4.55,0.06,1.0,1.23,-0.23,22.0,8.0,4.55,0.06,1370.0,24.0,39.0,30.0,3.74,7.69,3.666,3.201,6.0,5.0,828.0,701.0,84.66,398.0,305.0,76.63,12.0,3.0,25.0,20.0,7.0,35.0,24.0,325.0,3771.854,142.0,1379.91,9.0,0.0,14.0,2.0,11.606,9.718,19.0,7.0,70.0,0.0,6.0,89.0,37.0,41.573,8.0,3.0,37.5,0.0,0.0,9.0,0.0,2.0,,,,,,,,,,,
184254,TOT,1,Tottenham Hotspur FC,Guglielmo Vicario,Tottenham Hotspur,Spurs,22doj4sgsocqpxw45h607udje,Guglielmo,Goalkeeper,Vicario,6,1996-10-07,h12c7ocq35slzrop3ltnrsnp,Goalkeeper,29.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,2790.0,3420.0,82.0,0.0,50.0,83.0,62.41,-5.54,0.88,44.46
184341,MUN,7,Manchester United FC,Mason Mount,Manchester United,Man Utd,6eqit8ye8aomdsrrq0hk3v7gh,Mason,Midfielder,Mount,1,1999-01-10,8nh6qf9i1d0qw7nx4wk25qzth,Attacking Midfielder,27.39,23.0,1018.0,3.0,1.5,1.5,19.0,5.0,15.79,0.08,3.0,1.5,1.5,19.0,5.0,15.79,0.08,1018.0,23.0,13.0,12.0,2.82,7.69,1.622,1.468,0.0,0.0,429.0,350.0,81.59,180.0,146.0,81.11,13.0,0.0,0.0,7.0,4.0,57.14,18.0,81.0,844.07,41.0,391.335,3.0,0.0,2.0,0.0,10.421,9.545,24.0,9.0,60.0,1.0,9.0,94.0,43.0,45.745,21.0,7.0,33.333,2.0,0.0,16.0,0.0,0.0,,,,,,,,,,,
184349,FUL,30,Fulham FC,Ryan Sessegnon,Fulham,Fulham,hzqh7z0mdl3v7gwete66syxp,Ryan,Midfielder,Sessegnon,54,2000-05-18,cag3gzjcv8erx3zpp2lidzcvd,Winger,26.04,27.0,1822.0,3.0,1.61,1.39,16.0,4.0,18.75,0.1,3.0,1.61,1.39,16.0,4.0,18.75,0.1,1822.0,27.0,14.0,13.0,1.93,0.0,1.811,1.799,1.0,1.0,679.0,519.0,76.44,194.0,139.0,71.65,56.0,6.0,10.71,4.0,2.0,50.0,27.0,178.0,2209.252,114.0,1342.53,3.0,1.0,4.0,0.0,12.412,11.777,48.0,25.0,74.0,8.0,64.0,136.0,60.0,44.118,45.0,19.0,42.222,0.0,0.0,33.0,2.0,4.0,,,,,,,,,,,
184667,AVL,3,Aston Villa FC,Victor Lindelöf,Aston Villa,Aston Villa,b496gs285it6bheuikox6z9mj,Victor,Defender,Lindelöf,7,1994-07-17,a3ms8havadt1y9x381l325txx,Central Defender,31.88,17.0,944.0,0.0,0.28,-0.28,3.0,0.0,0.0,0.09,0.0,0.28,-0.28,3.0,0.0,0.0,0.09,944.0,17.0,2.0,1.0,0.17,0.0,0.116,0.116,1.0,1.0,639.0,602.0,94.21,55.0,47.0,85.45,0.0,0.0,0.0,0.0,0.0,0.0,14.0,157.0,1627.288,82.0,812.595,0.0,0.0,1.0,1.0,10.365,9.91,7.0,8.0,19.0,5.0,34.0,14.0,8.0,57.143,17.0,11.0,64.706,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,
184754,WOL,11,Wolverhampton Wanderers FC,Hwang Hee-Chan,Wolverhampton Wanderers,Wolves,b9si1jn1lfxfund69e9ogcu2n,Hee-Chan,Forward,Hwang,39,1996-01-26,dl8x6fzdexn8r0sj65vgcgq8l,Striker,30.35,26.0,1452.0,2.0,2.39,-0.39,19.0,6.0,10.53,0.13,1.0,1.6,-0.6,18.0,5.0,5.56,0.09,1452.0,26.0,15.0,12.0,3.3,6.67,1.58,1.54,2.0,2.0,378.0,285.0,75.4,146.0,99.0,67.81,12.0,2.0,16.67,4.0,3.0,75.0,26.0,133.0,1567.7,71.0,693.42,4.0,0.0,7.0,1.0,11.787,9.766,10.0,13.0,57.0,0.0,16.0,97.0,37.0,38.144,20.0,6.0,30.0,5.0,0.0,28.0,0.0,9.0,,,,,,,,,,,
191866,BRE,20,Brentford FC,Kristoffer Ajer,Brentford,Brentford,7yx5dqhhphyvfisohikodajhv,Kristoffer,Defender,Ajer,94,1998-04-17,32bvxwhceid2xdcfx6cd8a8d1,Central Defender,28.13,27.0,1807.0,0.0,0.78,-0.78,10.0,3.0,0.0,0.08,0.0,0.78,-0.78,10.0,3.0,0.0,0.08,1807.0,27.0,4.0,3.0,0.43,0.0,0.722,0.721,1.0,0.0,706.0,565.0,80.03,128.0,57.0,44.53,7.0,1.0,14.29,0.0,0.0,0.0,25.0,160.0,1977.097,91.0,1186.395,1.0,0.0,0.0,0.0,12.357,13.037,37.0,18.0,59.0,16.0,119.0,89.0,45.0,50.562,105.0,60.0,57.143,4.0,0.0,23.0,1.0,0.0,,,,,,,,,,,
192290,BUR,14,Burnley FC,Connor Roberts,Burnley,Burnley,64bxxwu2mv2qqlv0monbkj1om,Connor,Defender,Roberts,90,1995-09-23,192290,Full Back,30.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
194010,BRE,3,Brentford FC,Rico Henry,Brentford,Brentford,7yx5dqhhphyvfisohikodajhv,Rico,Defender,Henry,94,1997-07-08,2nzefp5pwvldt2ttmxfeakamt,Full Back,28.9,25.0,1328.0,0.0,0.18,-0.18,5.0,0.0,0.0,0.04,0.0,0.18,-0.18,5.0,0.0,0.0,0.04,1328.0,25.0,4.0,3.0,0.63,0.0,0.546,0.545,1.0,1.0,481.0,370.0,76.92,117.0,75.0,64.1,25.0,3.0,12.0,0.0,0.0,0.0,22.0,125.0,1493.021,75.0,824.25,0.0,0.0,2.0,0.0,11.944,10.99,15.0,8.0,72.0,5.0,41.0,94.0,47.0,50.0,40.0,19.0,47.5,2.0,0.0,15.0,1.0,2.0,,,,,,,,,,,
195384,ARS,23,Arsenal FC,Mikel Merino,Arsenal,Arsenal,4dsgumo7d4zupm2ugsvm4zm4d,Mikel,Midfielder,Merino,3,1996-06-22,atigcsq78g14w82lwvay26aj9,Central Midfielder,29.95,22.0,1027.0,4.0,3.38,0.62,22.0,8.0,18.18,0.15,4.0,3.38,0.62,22.0,8.0,18.18,0.15,1027.0,22.0,12.0,9.0,2.45,0.0,1.455,1.455,3.0,3.0,370.0,281.0,75.95,150.0,97.0,64.67,4.0,0.0,0.0,12.0,2.0,16.67,17.0,66.0,653.059,28.0,264.285,1.0,0.0,2.0,1.0,9.895,9.439,26.0,10.0,57.0,2.0,19.0,101.0,51.0,50.495,71.0,28.0,39.437,1.0,0.0,22.0,0.0,3.0,,,,,,,,,,,
195546,AVL,10,Aston Villa FC,Emiliano Buendía,Aston Villa,Aston Villa,b496gs285it6bheuikox6z9mj,Emiliano,Midfielder,Buendía,7,1996-12-25,l0qqn9tlgov91p5d1zzdupcl,Attacking Midfielder,29.44,36.0,1759.0,6.0,3.42,2.58,49.0,13.0,12.24,0.07,6.0,3.42,2.58,49.0,13.0,12.24,0.07,1759.0,36.0,30.0,28.0,4.35,0.0,2.287,2.283,2.0,1.0,658.0,536.0,81.46,287.0,224.0,78.05,9.0,0.0,0.0,5.0,3.0,60.0,32.0,182.0,1950.812,98.0,1006.11,8.0,2.0,10.0,0.0,10.719,10.266,49.0,15.0,109.0,4.0,20.0,218.0,103.0,47.248,58.0,21.0,36.207,6.0,0.0,41.0,0.0,1.0,,,,,,,,,,,
197024,WHU,24,West Ham United FC,Guido Rodríguez,West Ham United,West Ham,4txjdaqveermfryvbfrr4taf7,Guido,Midfielder,Rodríguez,21,1994-04-12,73efpm314q2paeacsvp4e8q8l,Defensive Midfielder,32.14,6.0,177.0,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,177.0,6.0,0.0,0.0,0.0,0.0,0.042,0.042,0.0,0.0,76.0,68.0,89.47,18.0,15.0,83.33,2.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,143.001,5.0,39.27,0.0,0.0,0.0,0.0,11.917,7.854,1.0,2.0,10.0,0.0,2.0,11.0,5.0,45.455,3.0,2.0,66.667,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,
198869,ARS,4,Arsenal FC,Ben White,Arsenal,Arsenal,4dsgumo7d4zupm2ugsvm4zm4d,Ben,Defender,White,3,1997-10-08,cnmlhoum9aahwqruxgmz2gcfd,Central Defender,28.65,12.0,704.0,0.0,0.46,-0.46,5.0,1.0,0.0,0.09,0.0,0.46,-0.46,5.0,1.0,0.0,0.09,704.0,12.0,8.0,7.0,2.0,0.0,0.682,0.675,1.0,1.0,354.0,289.0,81.64,148.0,116.0,78.38,16.0,3.0,18.75,3.0,0.0,0.0,10.0,54.0,605.785,31.0,317.625,1.0,0.0,3.0,1.0,11.218,10.246,15.0,9.0,28.0,4.0,25.0,40.0,24.0,60.0,27.0,12.0,44.444,0.0,0.0,5.0,0.0,3.0,,,,,,,,,,,
199598,LEE,4,Leeds United FC,Ethan Ampadu,Leeds United,Leeds,48gk2hpqtsl6p9sx9kjhaydq4,Ethan,Defender,Ampadu,2,2000-09-14,f1ma05bi3t1hfbflylx5d9tyh,Central Defender,25.71,35.0,3123.0,1.0,2.5,-1.5,26.0,6.0,3.85,0.1,1.0,2.5,-1.5,26.0,6.0,3.85,0.1,3123.0,35.0,19.0,15.0,0.9,15.79,2.252,1.898,1.0,1.0,1731.0,1482.0,85.62,376.0,283.0,75.27,26.0,10.0,38.46,6.0,2.0,33.33,34.0,358.0,3852.25,155.0,1457.715,3.0,0.0,2.0,0.0,10.76,9.405,81.0,50.0,182.0,17.0,83.0,206.0,127.0,61.65,89.0,57.0,64.045,10.0,0.0,50.0,1.0,0.0,,,,,,,,,,,
199670,CRY,22,Crystal Palace FC,Odsonne Édouard,Crystal Palace,Crystal Palace,1c8m2ko0wxq1asfkuykurdr0y,Odsonne,Forward,Édouard,31,1998-01-16,c9pmcoyzgtgcnlc63cl4283bp,Striker,28.38,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
199796,AVL,2,Aston Villa FC,Matty Cash,Aston Villa,Aston Villa,b496gs285it6bheuikox6z9mj,Matty,Defender,Cash,7,1997-08-07,1e9txzr9hqz94xtun6byo0vs9,Full Back,28.82,35.0,3020.0,3.0,1.19,1.81,30.0,10.0,10.0,0.04,3.0,1.19,1.81,30.0,10.0,10.0,0.04,3020.0,35.0,30.0,18.0,1.34,30.0,2.948,1.943,3.0,1.0,1393.0,1191.0,85.5,425.0,330.0,77.65,83.0,14.0,16.87,2.0,1.0,50.0,35.0,346.0,3518.187,140.0,894.075,8.0,1.0,5.0,0.0,10.168,6.386,66.0,22.0,88.0,14.0,84.0,207.0,105.0,50.725,59.0,32.0,54.237,9.0,0.0,41.0,0.0,4.0,,,,,,,,,,,
199798,AVL,4,Aston Villa FC,Ezri Konsa,Aston Villa,Aston Villa,b496gs285it6bheuikox6z9mj,Ezri,Defender,Konsa,7,1997-10-23,8qys6qtdwgsycxducl062zld5,Central Defender,28.61,34.0,3036.0,0.0,1.25,-1.25,11.0,2.0,0.0,0.11,0.0,1.25,-1.25,11.0,2.0,0.0,0.11,3036.0,34.0,5.0,5.0,0.26,0.0,0.578,0.574,0.0,0.0,2098.0,2003.0,95.47,221.0,177.0,80.09,5.0,1.0,20.0,1.0,0.0,0.0,34.0,510.0,5212.065,285.0,2910.285,0.0,0.0,2.0,0.0,10.22,10.212,22.0,23.0,108.0,26.0,122.0,93.0,68.0,73.118,56.0,32.0,57.143,0.0,1.0,11.0,0.0,0.0,,,,,,,,,,,
200089,NEW,28,Newcastle United FC,Joe Willock,Newcastle United,Newcastle,7vn2i2kd35zuetw6b38gw9jsz,Joe,Midfielder,Willock,4,1999-08-20,5tbabvk43ljv3z3wd9mh0y8r9,Attacking Midfielder,26.78,24.0,980.0,0.0,1.26,-1.26,17.0,6.0,0.0,0.07,0.0,1.26,-1.26,17.0,6.0,0.0,0.07,980.0,24.0,14.0,11.0,3.18,0.0,1.099,1.099,2.0,2.0,359.0,302.0,84.12,149.0,117.0,78.52,15.0,3.0,20.0,4.0,1.0,25.0,22.0,139.0,1729.199,83.0,1020.915,6.0,0.0,2.0,1.0,12.44,12.3,20.0,9.0,52.0,2.0,6.0,95.0,38.0,40.0,21.0,10.0,47.619,3.0,0.0,16.0,0.0,2.0,,,,,,,,,,,
200617,LEE,7,Leeds United FC,Daniel James,Leeds United,Leeds,48gk2hpqtsl6p9sx9kjhaydq4,Daniel,Midfielder,James,2,1997-11-10,dkwkmrmpb7rq4e660efcu5hat,Winger,28.56,19.0,553.0,0.0,0.91,-0.91,14.0,3.0,0.0,0.06,0.0,0.91,-0.91,14.0,3.0,0.0,0.06,553.0,19.0,9.0,9.0,7.63,0.0,0.725,0.724,0.0,0.0,119.0,72.0,60.5,62.0,41.0,66.13,50.0,7.0,14.0,1.0,1.0,100.0,16.0,72.0,832.038,45.0,489.3,4.0,0.0,4.0,0.0,11.556,10.873,7.0,1.0,19.0,0.0,8.0,43.0,21.0,48.837,14.0,7.0,50.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,
200641,BRE,11,Brentford FC,Reiss Nelson,Brentford,Brentford,7yx5dqhhphyvfisohikodajhv,Reiss,Forward,Nelson,94,1999-12-10,bzummkjt2ya27kvolzmqn91wp,Striker,26.48,10.0,118.0,0.0,0.71,-0.71,5.0,1.0,0.0,0.14,0.0,0.71,-0.71,5.0,1.0,0.0,0.14,118.0,10.0,2.0,1.0,1.37,0.0,0.117,0.117,1.0,0.0,74.0,68.0,91.89,33.0,30.0,90.91,2.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,442.198,16.0,170.625,0.0,0.0,0.0,0.0,13.4,10.664,4.0,0.0,16.0,1.0,2.0,24.0,11.0,45.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
200720,BRE,1,Brentford FC,Caoimhín Kelleher,Brentford,Brentford,7yx5dqhhphyvfisohikodajhv,Caoimhín,Goalkeeper,Kelleher,94,1998-11-23,dpw4s6nbkfcrjlqxxgf9j5yhh,Goalkeeper,27.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,3330.0,3420.0,97.0,2.0,49.0,110.0,69.18,1.83,1.02,48.83
200785,BOU,12,AFC Bournemouth,Tyler Adams,AFC Bournemouth,Bournemouth,1pse9ta7a45pi2w2grjim70ge,Tyler,Midfielder,Adams,91,1999-02-14,7dbzcwyph2xoljyhaogjo7mcp,0,27.3,25.0,1778.0,2.0,0.6,1.4,10.0,6.0,20.0,0.06,2.0,0.6,1.4,10.0,6.0,20.0,0.06,1778.0,25.0,7.0,5.0,0.51,0.0,0.612,0.61,2.0,1.0,1010.0,880.0,87.13,227.0,181.0,79.74,3.0,2.0,66.67,2.0,1.0,50.0,23.0,218.0,2132.637,96.0,876.015,3.0,1.0,0.0,0.0,9.783,9.125,53.0,33.0,96.0,9.0,42.0,138.0,69.0,50.0,49.0,27.0,55.102,8.0,0.0,35.0,0.0,1.0,,,,,,,,,,,
200834,SUN,20,Sunderland AFC,Nordi Mukiele,Sunderland,Sunderland,1r3545b2dzan8yqa80gtmcjch,Nordi,Defender,Mukiele,56,1997-11-01,cfg0ocm0b2icpagbtnzkrihn9,Full Back,28.58,32.0,2787.0,3.0,1.88,1.12,26.0,4.0,11.54,0.07,3.0,1.88,1.12,26.0,4.0,11.54,0.07,2787.0,32.0,24.0,16.0,1.41,12.5,2.485,2.28,4.0,3.0,1189.0,935.0,78.64,313.0,199.0,63.58,86.0,14.0,16.28,3.0,2.0,66.67,31.0,334.0,3735.513,194.0,1947.435,4.0,1.0,4.0,1.0,11.184,10.038,69.0,40.0,131.0,10.0,156.0,182.0,104.0,57.143,132.0,79.0,59.848,5.0,0.0,35.0,0.0,3.0,,,,,,,,,,,
201595,LEE,1,Leeds United FC,Lucas Perri,Leeds United,Leeds,48gk2hpqtsl6p9sx9kjhaydq4,Lucas Estella,Goalkeeper,Perri,2,1997-12-10,dve7yj8usejn9x7pmdjvozje1,Goalkeeper,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1440.0,3420.0,42.0,0.0,29.0,38.0,56.72,-2.51,0.9,26.49
