player_id,contestantShortName,shirt_number,team_uuid,age,last_name,first_name,player,squad_position,contestantName,squad_position_detailed,date_of_birth,contestantCode,player_uuid,contestantClubName,team_id,attack_overall_apps,attack_overall_mins_played,attack_overall_goals,attack_overall_xg,attack_overall_goals_vs_xg,attack_overall_shots,attack_overall_shots_on_target,attack_overall_shot_conv,attack_overall_xg_per_shot,attack_nonPenalty_np_goals,attack_nonPenalty_np_xg,attack_nonPenalty_np_goals_vs_xg,attack_nonPenalty_np_shots,attack_nonPenalty_np_shots_on_target,attack_nonPenalty_np_shot_conv,attack_nonPenalty_np_xg_per_shot,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,carries_overall_apps,carries_overall_carries,carries_overall_carry_distance,carries_overall_progressive_carries,carries_overall_progressive_distance,carries_overall_shot_ending,carries_overall_goal_ending,carries_overall_chance_ending,carries_overall_assist_ending,carries_overall_dist_per_carry,carries_overall_dist_per_progressive_carry,defending_overall_tackles,defending_overall_interceptions,defending_overall_recoveries,defending_overall_blocks,defending_overall_clearances,defending_overall_ground_duels,defending_overall_ground_duels_won,defending_overall_ground_duel_perc,defending_overall_aerial_duels,defending_overall_aerial_duels_won,defending_overall_aerial_duel_perc,defending_discipline_yellows,defending_discipline_reds,defending_discipline_fouls_commited,defending_discipline_pens_conceded,defending_discipline_offsides,goalkeeping_overall_apps,goalkeeping_overall_mins_played,goalkeeping_overall_team_mins,goalkeeping_overall_team_mins_perc,goalkeeping_overall_ogs,goalkeeping_overall_goals_conceded,goalkeeping_overall_saves_made,goalkeeping_overall_save_perc,goalkeeping_overall_goals_prevented,goalkeeping_overall_goals_prevented_rate,goalkeeping_overall_xgot_conceded
185126,Southampton,9,d5ydtvt96bv7fq04yqm2w2632,31.13,Larin,Cyle,Cyle Larin,Forward,Southampton FC,Striker,1995-04-17,SOU,3rrges782prcprsn207dk4zit,Southampton,20,18.0,949.0,8.0,6.51,1.49,27.0,15.0,29.63,0.24,8.0,6.51,1.49,27.0,15.0,29.63,0.24,949.0,18.0,7.0,6.0,4.05,0.0,0.529,0.528,1.0,0.0,151.0,117.0,77.48,74.0,56.0,75.68,4.0,1.0,25.0,0.0,0.0,0.0,17.0,82.0,865.285,33.0,226.59,5.0,2.0,3.0,0.0,10.552,6.866,5.0,1.0,18.0,1.0,13.0,68.0,21.0,30.882,61.0,25.0,40.984,4.0,0.0,20.0,0.0,10.0,,,,,,,,,,,
185224,Portsmouth,38,80jtkz2echk6yyyb9e2595cxr,30.38,Adams,Ebou,Ebou Adams,Midfielder,Portsmouth FC,0,1996-01-15,POR,ano65cbqb9vqdaa1v8oy5gid,Portsmouth,47,39.0,2741.0,3.0,3.71,-0.71,34.0,7.0,8.82,0.11,3.0,3.71,-0.71,34.0,7.0,8.82,0.11,2741.0,39.0,17.0,16.0,1.7,0.0,1.106,1.106,1.0,1.0,962.0,747.0,77.65,262.0,172.0,65.65,19.0,6.0,31.58,2.0,0.0,0.0,38.0,218.0,2322.24,85.0,703.185,5.0,0.0,3.0,1.0,10.652,8.273,103.0,37.0,177.0,14.0,84.0,313.0,186.0,59.425,102.0,62.0,60.784,10.0,0.0,56.0,0.0,4.0,,,,,,,,,,,
185506,Birmingham,11,8kreqtde5jdktcib0kg7dknac,28.82,Wright,Scott,Scott Wright,Forward,Birmingham City FC,Winger,1997-08-08,BIR,9weodc9tdqcm2dg6cg6wyx785,Birmingham City,41,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
193111,Blackburn,10,ep3im6aygoatju4u3ws8v3mog,28.26,Cantwell,Todd,Todd Cantwell,Midfielder,Blackburn Rovers FC,Attacking Midfielder,1998-02-27,BLA,bzvr1umoce37zyxq8hvwu1lgp,Blackburn Rovers,5,28.0,2070.0,5.0,3.75,1.25,46.0,14.0,10.87,0.08,4.0,2.97,1.03,45.0,13.0,8.89,0.07,2070.0,28.0,43.0,14.0,1.41,60.47,4.801,2.184,3.0,2.0,1082.0,882.0,81.52,405.0,290.0,71.6,39.0,6.0,15.38,3.0,1.0,33.33,28.0,281.0,2936.8,140.0,1078.665,13.0,0.0,7.0,0.0,10.451,7.705,44.0,23.0,135.0,0.0,18.0,243.0,121.0,49.794,38.0,15.0,39.474,10.0,0.0,24.0,0.0,6.0,,,,,,,,,,,
193204,Leicester,18,avxknfz4f6ob0rv9dbnxdzde0,29.87,Aribo,Joe,Joe Aribo,Midfielder,Leicester City FC,0,1996-07-21,LEI,37bmb84zex63yoipqwj01bcgl,Leicester City,13,13.0,241.0,0.0,0.27,-0.27,2.0,1.0,0.0,0.14,0.0,0.27,-0.27,2.0,1.0,0.0,0.14,241.0,13.0,1.0,1.0,1.32,0.0,0.13,0.13,0.0,0.0,81.0,69.0,85.19,25.0,20.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,180.483,8.0,41.58,0.0,0.0,1.0,0.0,9.024,5.198,3.0,1.0,10.0,0.0,7.0,17.0,4.0,23.529,21.0,6.0,28.571,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,
193278,Hull,2,f0figafm2v9h8ofo6slajj7xf,30.63,Coyle,Lewie,Lewie Coyle,Defender,Hull City AFC,Full Back,1995-10-15,HUL,3oye5gz9f1wsjihq9ygx4doet,Hull City,88,42.0,3456.0,0.0,0.42,-0.42,12.0,2.0,0.0,0.03,0.0,0.42,-0.42,12.0,2.0,0.0,0.03,3456.0,42.0,35.0,31.0,2.48,0.0,3.295,3.222,4.0,4.0,1289.0,925.0,71.76,447.0,257.0,57.49,138.0,36.0,26.09,0.0,0.0,0.0,40.0,267.0,2939.995,158.0,1831.62,1.0,0.0,9.0,0.0,11.011,11.593,55.0,26.0,133.0,19.0,134.0,171.0,99.0,57.895,100.0,42.0,42.0,12.0,0.0,38.0,0.0,0.0,,,,,,,,,,,
193448,Preston,4,5kq4izdz28qjaxoa6ujclwghj,29.96,Whiteman,Benjamin,Benjamin Whiteman,Midfielder,Preston North End FC,Central Midfielder,1996-06-17,PNE,5qg6b0sveb6kntieerdyhjgt1,Preston North End,107,43.0,3736.0,2.0,1.74,0.26,39.0,11.0,5.13,0.04,2.0,1.74,0.26,39.0,11.0,5.13,0.04,3736.0,43.0,68.0,31.0,1.66,47.06,6.583,4.597,5.0,3.0,1951.0,1483.0,76.01,693.0,458.0,66.09,46.0,13.0,28.26,6.0,5.0,83.33,43.0,282.0,2748.618,115.0,930.825,1.0,0.0,7.0,1.0,9.747,8.094,79.0,53.0,181.0,41.0,138.0,195.0,97.0,49.744,100.0,54.0,54.0,10.0,0.0,48.0,0.0,0.0,,,,,,,,,,,
193576,Wrexham,26,206vnsjv8ho5kpf88y0u2gaic,29.05,Vyner,Zak,Zak Vyner,Defender,Wrexham FC,0,1997-05-14,WRE,dunnmxbormx1n48wfcm4o6jmx,Wrexham,109,35.0,2724.0,0.0,1.24,-1.24,19.0,3.0,0.0,0.07,0.0,1.24,-1.24,19.0,3.0,0.0,0.07,2724.0,35.0,11.0,10.0,0.73,9.09,1.168,1.079,0.0,0.0,1409.0,1077.0,76.44,331.0,186.0,56.19,18.0,3.0,16.67,7.0,3.0,42.86,30.0,189.0,1795.76,90.0,873.705,1.0,0.0,1.0,0.0,9.501,9.708,42.0,24.0,134.0,17.0,108.0,119.0,61.0,51.261,89.0,50.0,56.18,4.0,0.0,25.0,0.0,1.0,,,,,,,,,,,
193787,Sheff Wed,8,1musyruv2ufjrjnj6gvdbr8kt,27.97,Ingelsson,Svante,Svante Ingelsson,Midfielder,Sheffield Wednesday FC,0,1998-06-14,SHW,cio2vcp99kow5ypeeend5rd91,Sheffield Wednesday,19,40.0,3358.0,1.0,2.46,-1.46,29.0,8.0,3.45,0.08,1.0,2.46,-1.46,29.0,8.0,3.45,0.08,3358.0,40.0,40.0,30.0,3.11,25.0,4.054,3.121,0.0,0.0,1001.0,731.0,73.03,379.0,239.0,63.06,88.0,18.0,20.45,2.0,1.0,50.0,40.0,268.0,3167.252,156.0,1893.045,4.0,0.0,6.0,0.0,11.818,12.135,66.0,29.0,157.0,9.0,55.0,285.0,121.0,42.456,131.0,41.0,31.298,5.0,0.0,75.0,0.0,3.0,,,,,,,,,,,
194190,Leicester,15,avxknfz4f6ob0rv9dbnxdzde0,27.61,Souttar,Harry,Harry Souttar,Defender,Leicester City FC,Central Defender,1998-10-22,LEI,dfqpevw7bneap02x7mxo74pgp,Leicester City,13,2.0,178.0,0.0,0.38,-0.38,2.0,2.0,0.0,0.19,0.0,0.38,-0.38,2.0,2.0,0.0,0.19,178.0,2.0,0.0,0.0,0.0,0.0,0.014,0.014,0.0,0.0,107.0,87.0,81.31,17.0,7.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,139.32,10.0,90.825,0.0,0.0,0.0,0.0,9.288,9.082,1.0,1.0,4.0,2.0,22.0,4.0,3.0,75.0,17.0,13.0,76.471,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
194213,Charlton,99,2ezfenuwk3y65p8jdbj55xqt0,30.65,Dykes,Lyndon,Lyndon Dykes,Forward,Charlton Athletic FC,Striker,1995-10-07,CHA,cg4bmud9481c19996tx2sn5rd,Charlton Athletic,33,41.0,1936.0,5.0,5.23,-0.23,41.0,13.0,12.2,0.13,5.0,5.23,-0.23,41.0,13.0,12.2,0.13,1936.0,41.0,21.0,18.0,3.95,0.0,1.857,1.857,3.0,2.0,465.0,242.0,52.04,252.0,107.0,42.46,9.0,3.0,33.33,2.0,0.0,0.0,26.0,75.0,782.57,34.0,294.315,3.0,1.0,5.0,0.0,10.434,8.656,19.0,8.0,51.0,3.0,50.0,130.0,56.0,43.077,362.0,143.0,39.503,4.0,0.0,45.0,1.0,5.0,,,,,,,,,,,
194799,Preston,18,5kq4izdz28qjaxoa6ujclwghj,28.35,Lewis,Jamal,Jamal Lewis,Defender,Preston North End FC,0,1998-01-25,PNE,96yg5g3b9o4gqbo2p299h4gdl,Preston North End,107,14.0,596.0,0.0,0.07,-0.07,1.0,0.0,0.0,0.07,0.0,0.07,-0.07,1.0,0.0,0.0,0.07,596.0,14.0,3.0,2.0,1.03,0.0,0.261,0.26,1.0,1.0,195.0,157.0,80.51,63.0,47.0,74.6,15.0,6.0,40.0,0.0,0.0,0.0,13.0,50.0,565.131,29.0,261.66,0.0,0.0,1.0,1.0,11.303,9.023,9.0,6.0,23.0,4.0,13.0,33.0,13.0,39.394,10.0,6.0,60.0,1.0,0.0,8.0,0.0,0.0,,,,,,,,,,,
195473,Derby,10,3ptd7zlc5isrongig0wij2id4,26.17,Brewster,Rhian,Rhian Brewster,Forward,Derby County FC,0,2000-04-01,DER,61ohk3t9vkn9hgvr8lurrtwix,Derby County,24,29.0,1468.0,7.0,4.45,2.55,32.0,9.0,21.88,0.14,6.0,3.66,2.34,31.0,8.0,19.35,0.12,1468.0,29.0,16.0,13.0,3.79,6.25,1.856,1.829,2.0,2.0,354.0,252.0,71.19,164.0,112.0,68.29,16.0,4.0,25.0,3.0,3.0,100.0,24.0,79.0,782.993,36.0,323.505,7.0,1.0,2.0,1.0,9.911,8.986,8.0,6.0,54.0,1.0,28.0,100.0,46.0,46.0,76.0,32.0,42.105,1.0,0.0,15.0,0.0,1.0,,,,,,,,,,,
195479,Derby,15,3ptd7zlc5isrongig0wij2id4,30.28,Salvesen,Lars-Jørgen,Lars-Jørgen Salvesen,Forward,Derby County FC,0,1996-02-19,DER,7w9hhlq31pw5r4xwrjtk6yrbp,Derby County,24,31.0,477.0,3.0,2.86,0.14,14.0,7.0,21.43,0.2,3.0,2.86,0.14,14.0,7.0,21.43,0.2,477.0,31.0,5.0,3.0,2.68,0.0,0.724,0.724,2.0,2.0,116.0,70.0,60.34,67.0,38.0,56.72,1.0,0.0,0.0,1.0,1.0,100.0,20.0,31.0,291.789,14.0,79.17,1.0,0.0,0.0,0.0,9.413,5.655,6.0,4.0,19.0,0.0,4.0,45.0,11.0,24.444,61.0,25.0,40.984,3.0,0.0,20.0,0.0,2.0,,,,,,,,,,,
195480,West Bromwich,9,d1lhefp805y0rcbjqkpu4fq0n,27.43,Maja,Josh,Josh Maja,Forward,West Bromwich Albion FC,Striker,1998-12-27,WBA,ew2sm4xxnq9jvmwq70oz4y2g9,West Bromwich Albion,35,40.0,1532.0,4.0,5.53,-1.53,31.0,12.0,12.9,0.18,3.0,4.74,-1.74,30.0,11.0,10.0,0.16,1532.0,40.0,21.0,20.0,4.81,0.0,1.219,1.215,1.0,1.0,425.0,327.0,76.94,188.0,132.0,70.21,5.0,1.0,20.0,3.0,1.0,33.33,31.0,103.0,932.817,43.0,203.49,4.0,0.0,5.0,0.0,9.056,4.732,10.0,11.0,40.0,2.0,7.0,101.0,38.0,37.624,92.0,32.0,34.783,1.0,0.0,25.0,0.0,9.0,,,,,,,,,,,
195482,West Bromwich,5,d1lhefp805y0rcbjqkpu4fq0n,28.41,Bielik,Krystian,Krystian Bielik,Defender,West Bromwich Albion FC,0,1998-01-04,WBA,8chwz6b784hulzo4f4etmq4t1,West Bromwich Albion,35,17.0,941.0,0.0,0.5,-0.5,6.0,4.0,0.0,0.08,0.0,0.5,-0.5,6.0,4.0,0.0,0.08,941.0,17.0,3.0,2.0,0.33,0.0,0.183,0.182,1.0,1.0,606.0,521.0,85.97,88.0,65.0,73.86,2.0,0.0,0.0,0.0,0.0,0.0,14.0,100.0,989.448,60.0,545.895,0.0,0.0,0.0,0.0,9.894,9.098,21.0,21.0,44.0,7.0,56.0,58.0,31.0,53.448,75.0,50.0,66.667,2.0,0.0,16.0,0.0,0.0,,,,,,,,,,,
195864,Norwich,26,suz80crpy3anixyzccmu6jzp,28.07,Field,Sam,Sam Field,Midfielder,Norwich City FC,0,1998-05-08,NOR,51m4rk00tjgintpgldu4jxsdl,Norwich City,45,31.0,1470.0,0.0,0.84,-0.84,13.0,2.0,0.0,0.06,0.0,0.84,-0.84,13.0,2.0,0.0,0.06,1470.0,31.0,8.0,6.0,0.98,0.0,1.059,1.058,2.0,1.0,641.0,520.0,81.12,187.0,129.0,68.98,4.0,2.0,50.0,0.0,0.0,0.0,23.0,99.0,926.009,39.0,277.935,0.0,0.0,1.0,1.0,9.354,7.127,28.0,10.0,61.0,13.0,54.0,75.0,44.0,58.667,82.0,45.0,54.878,1.0,0.0,14.0,1.0,2.0,,,,,,,,,,,
196100,Sheff Utd,8,bws31egwjda253q9lvykgnivo,28.94,Hamer,Gustavo,Gustavo Hamer,Midfielder,Sheffield United FC,Defensive Midfielder,1997-06-24,SHU,7gjpyajgsq0pd71bq30m69xpl,Sheffield United,49,37.0,2502.0,5.0,4.91,0.09,71.0,22.0,7.04,0.07,3.0,3.33,-0.33,69.0,20.0,4.35,0.05,2502.0,37.0,65.0,27.0,2.38,40.0,8.022,4.704,12.0,9.0,1178.0,905.0,76.83,613.0,422.0,68.84,48.0,4.0,8.33,15.0,5.0,33.33,35.0,305.0,3083.834,120.0,854.805,20.0,2.0,11.0,3.0,10.111,7.123,32.0,18.0,115.0,2.0,17.0,192.0,82.0,42.708,18.0,8.0,44.444,12.0,0.0,43.0,0.0,4.0,,,,,,,,,,,
196411,Portsmouth,36,80jtkz2echk6yyyb9e2595cxr,29.29,Chaplin,Conor,Conor Chaplin,Forward,Portsmouth FC,0,1997-02-16,POR,28izur14k14lcgegg8qede7yt,Portsmouth,47,40.0,2370.0,2.0,4.58,-2.58,58.0,11.0,3.45,0.08,2.0,4.58,-2.58,58.0,11.0,3.45,0.08,2370.0,40.0,48.0,32.0,3.87,27.08,3.887,2.764,3.0,2.0,883.0,661.0,74.86,352.0,222.0,63.07,51.0,12.0,23.53,4.0,2.0,50.0,38.0,195.0,1926.7,77.0,573.405,15.0,0.0,8.0,0.0,9.881,7.447,28.0,12.0,95.0,4.0,17.0,146.0,71.0,48.63,49.0,22.0,44.898,4.0,0.0,22.0,0.0,5.0,,,,,,,,,,,
197197,Portsmouth,5,80jtkz2echk6yyyb9e2595cxr,27.96,Poole,Regan,Regan Poole,Defender,Portsmouth FC,Central Defender,1998-06-18,POR,5mx96hmn7ophhuvmybmf1esid,Portsmouth,47,41.0,3620.0,0.0,1.49,-1.49,16.0,5.0,0.0,0.09,0.0,1.49,-1.49,16.0,5.0,0.0,0.09,3620.0,41.0,11.0,10.0,0.59,0.0,1.19,1.186,1.0,0.0,1752.0,1443.0,82.36,232.0,105.0,45.26,14.0,4.0,28.57,1.0,1.0,100.0,41.0,426.0,4417.981,219.0,2091.705,3.0,0.0,1.0,0.0,10.371,9.551,38.0,67.0,118.0,32.0,266.0,126.0,68.0,53.968,224.0,124.0,55.357,6.0,0.0,36.0,0.0,6.0,,,,,,,,,,,
197464,West Bromwich,3,d1lhefp805y0rcbjqkpu4fq0n,29.2,Phillips,Nathaniel,Nathaniel Phillips,Defender,West Bromwich Albion FC,0,1997-03-21,WBA,8ckml3ywxcyv3w7978rki88vd,West Bromwich Albion,35,40.0,3463.0,3.0,2.62,0.38,35.0,12.0,8.57,0.07,3.0,2.62,0.38,35.0,12.0,8.57,0.07,3463.0,40.0,7.0,7.0,0.34,0.0,1.345,1.344,0.0,0.0,2137.0,1802.0,84.32,248.0,112.0,45.16,2.0,0.0,0.0,0.0,0.0,0.0,40.0,376.0,3529.235,167.0,1489.53,0.0,0.0,0.0,0.0,9.386,8.919,55.0,51.0,154.0,26.0,283.0,125.0,72.0,57.6,258.0,168.0,65.116,7.0,0.0,27.0,1.0,1.0,,,,,,,,,,,
197469,Leicester,17,avxknfz4f6ob0rv9dbnxdzde0,28.67,Choudhury,Hamza,Hamza Choudhury,Midfielder,Leicester City FC,Central Midfielder,1997-10-01,LEI,c2kzyykn8bwtswj6lacvrj3s9,Leicester City,13,30.0,1495.0,0.0,0.6,-0.6,11.0,0.0,0.0,0.05,0.0,0.6,-0.6,11.0,0.0,0.0,0.05,1495.0,30.0,14.0,14.0,1.67,0.0,0.995,0.986,0.0,0.0,867.0,734.0,84.66,182.0,124.0,68.13,13.0,4.0,30.77,1.0,0.0,0.0,23.0,136.0,1234.18,47.0,167.895,2.0,0.0,1.0,0.0,9.075,3.572,50.0,28.0,47.0,12.0,57.0,103.0,67.0,65.049,39.0,24.0,61.538,6.0,0.0,16.0,0.0,0.0,,,,,,,,,,,
198508,Derby,31,3ptd7zlc5isrongig0wij2id4,30.5,Vickers,Josh,Josh Vickers,Goalkeeper,Derby County FC,Goalkeeper,1995-12-01,DER,8j2o73tm4dy3uww45q9mt7q39,Derby County,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,626.0,4140.0,15.0,2.0,11.0,20.0,64.52,-0.05,0.89,8.95
198826,Sheff Utd,5,bws31egwjda253q9lvykgnivo,28.38,Godfrey,Ben,Ben Godfrey,Defender,Sheffield United FC,Central Defender,1998-01-15,SHU,8ro3lpzufz8ea9pa2j1jivqad,Sheffield United,49,4.0,318.0,0.0,0.18,-0.18,1.0,0.0,0.0,0.18,0.0,0.18,-0.18,1.0,0.0,0.0,0.18,318.0,4.0,1.0,1.0,0.76,0.0,0.064,0.061,0.0,0.0,132.0,107.0,81.06,37.0,25.0,67.57,5.0,1.0,20.0,0.0,0.0,0.0,3.0,21.0,216.719,14.0,125.895,0.0,0.0,0.0,0.0,10.32,8.992,7.0,4.0,6.0,4.0,14.0,16.0,7.0,43.75,16.0,10.0,62.5,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,
198965,Swansea,1,410jti6axb01yhvbc0axsp8li,28.3,Fisher,Andy,Andy Fisher,Goalkeeper,Swansea City AFC,Goalkeeper,1998-02-12,SWA,ag3jpdqm1mzinsglj5g3g3g89,Swansea City,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,90.0,4140.0,2.0,0.0,1.0,2.0,66.67,-0.58,0.0,0.42
198971,Derby,24,3ptd7zlc5isrongig0wij2id4,28.49,Nyambe,Ryan,Ryan Nyambe,Defender,Derby County FC,Full Back,1997-12-04,DER,dbjv8sl3gvqm5rfksapjuj36x,Derby County,24,7.0,262.0,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,262.0,7.0,0.0,0.0,0.0,0.0,0.109,0.105,0.0,0.0,74.0,62.0,83.78,14.0,11.0,78.57,5.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,119.365,7.0,82.215,1.0,0.0,0.0,0.0,11.936,11.745,6.0,1.0,4.0,1.0,5.0,17.0,8.0,47.059,13.0,6.0,46.154,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,
198974,Blackburn,16,ep3im6aygoatju4u3ws8v3mog,28.66,Wharton,Scott,Scott Wharton,Defender,Blackburn Rovers FC,Central Defender,1997-10-03,BLA,6cr2wi5vopbcjmztpsk77kq8l,Blackburn Rovers,5,12.0,803.0,0.0,0.58,-0.58,7.0,3.0,0.0,0.08,0.0,0.58,-0.58,7.0,3.0,0.0,0.08,803.0,12.0,2.0,2.0,0.66,0.0,0.136,0.134,0.0,0.0,338.0,262.0,77.51,49.0,21.0,42.86,1.0,1.0,100.0,0.0,0.0,0.0,10.0,38.0,343.507,16.0,105.63,0.0,0.0,1.0,0.0,9.04,6.602,8.0,13.0,28.0,7.0,66.0,23.0,15.0,65.217,73.0,44.0,60.274,2.0,0.0,7.0,0.0,1.0,,,,,,,,,,,
199053,Wrexham,28,206vnsjv8ho5kpf88y0u2gaic,28.24,Smith,Sam,Sam Smith,Forward,Wrexham FC,0,1998-03-08,WRE,5kyyaapya2gv5awlfgckmwpux,Wrexham,109,40.0,1538.0,8.0,7.85,0.15,41.0,19.0,19.51,0.19,8.0,7.85,0.15,41.0,19.0,19.51,0.19,1538.0,40.0,13.0,11.0,4.15,0.0,0.762,0.762,2.0,2.0,276.0,162.0,58.7,136.0,73.0,53.68,4.0,1.0,25.0,0.0,0.0,0.0,26.0,50.0,560.331,22.0,210.315,5.0,1.0,1.0,0.0,11.207,9.56,4.0,3.0,24.0,2.0,41.0,86.0,24.0,27.907,207.0,101.0,48.792,6.0,0.0,30.0,0.0,19.0,,,,,,,,,,,
199584,Sheff Utd,2,bws31egwjda253q9lvykgnivo,27.17,Tanganga,Japhet,Japhet Tanganga,Defender,Sheffield United FC,0,1999-03-31,SHU,5gb7v3m0qisn24c7h49xn250p,Sheffield United,49,42.0,3735.0,1.0,2.07,-1.07,23.0,6.0,4.35,0.09,1.0,2.07,-1.07,23.0,6.0,4.35,0.09,3735.0,42.0,14.0,13.0,0.67,0.0,1.998,1.969,1.0,1.0,2008.0,1717.0,85.51,387.0,252.0,65.12,15.0,1.0,6.67,0.0,0.0,0.0,42.0,437.0,4277.147,213.0,1764.21,2.0,0.0,2.0,0.0,9.788,8.283,50.0,68.0,149.0,41.0,294.0,164.0,88.0,53.659,279.0,195.0,69.892,10.0,1.0,51.0,0.0,8.0,,,,,,,,,,,
200087,Portsmouth,21,80jtkz2echk6yyyb9e2595cxr,27.08,Dozzell,Andre,Andre Dozzell,Midfielder,Portsmouth FC,Central Midfielder,1999-05-02,POR,4klwn6mm1wg4na2a1p52fiuax,Portsmouth,47,37.0,3157.0,2.0,0.95,1.05,16.0,4.0,12.5,0.06,2.0,0.95,1.05,16.0,4.0,12.5,0.06,3157.0,37.0,25.0,20.0,1.68,16.0,3.039,2.69,1.0,1.0,1254.0,1051.0,83.81,375.0,267.0,71.2,26.0,6.0,23.08,2.0,1.0,50.0,37.0,250.0,2327.638,111.0,830.76,4.0,0.0,4.0,0.0,9.311,7.484,35.0,25.0,137.0,14.0,39.0,136.0,69.0,50.735,60.0,31.0,51.667,8.0,0.0,34.0,1.0,2.0,,,,,,,,,,,
200415,Watford,12,4t83rqbdbekinxl5fz2ygsyta,27.56,Baxter,Nathan,Nathan Baxter,Goalkeeper,Watford FC,0,1998-11-08,WAT,e2xin8d9p7j1ghrkpe7ai5xw5,Watford,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,585.0,4140.0,14.0,0.0,9.0,11.0,55.0,-3.4,0.56,5.6
200884,Sheff Utd,23,bws31egwjda253q9lvykgnivo,26.43,Campbell,Tyrese,Tyrese Campbell,Forward,Sheffield United FC,Striker,1999-12-28,SHU,8pvha1gcylcga0biqxrf805pl,Sheffield United,49,34.0,1886.0,6.0,5.73,0.27,44.0,13.0,13.64,0.13,6.0,5.73,0.27,44.0,13.0,13.64,0.13,1886.0,34.0,15.0,13.0,4.51,0.0,1.587,1.587,2.0,2.0,301.0,202.0,67.11,160.0,101.0,63.13,16.0,2.0,12.5,2.0,2.0,100.0,30.0,94.0,1165.787,61.0,757.05,10.0,1.0,2.0,0.0,12.402,12.411,14.0,1.0,39.0,4.0,18.0,120.0,35.0,29.167,87.0,48.0,55.172,4.0,0.0,34.0,0.0,12.0,,,,,,,,,,,
201667,Portsmouth,4,80jtkz2echk6yyyb9e2595cxr,28.73,Knight,Josh,Josh Knight,Defender,Portsmouth FC,0,1997-09-07,POR,azp9bk80ozwjy2xx7tvqot5gp,Portsmouth,47,14.0,972.0,0.0,0.41,-0.41,4.0,0.0,0.0,0.1,0.0,0.41,-0.41,4.0,0.0,0.0,0.1,972.0,14.0,1.0,1.0,0.26,0.0,0.222,0.209,0.0,0.0,407.0,322.0,79.12,71.0,40.0,56.34,1.0,1.0,100.0,0.0,0.0,0.0,13.0,98.0,1153.716,51.0,610.785,1.0,0.0,0.0,0.0,11.773,11.976,6.0,8.0,41.0,6.0,82.0,23.0,16.0,69.565,60.0,31.0,51.667,0.0,0.0,7.0,0.0,0.0,,,,,,,,,,,
201746,Sheff Wed,12,1musyruv2ufjrjnj6gvdbr8kt,29.56,Yates,Jerry,Jerry Yates,Forward,Sheffield Wednesday FC,0,1996-11-10,SHW,agpny3crk0g9nnsppok9971m1,Sheffield Wednesday,19,18.0,1469.0,4.0,3.45,0.55,22.0,6.0,18.18,0.16,4.0,3.45,0.55,22.0,6.0,18.18,0.16,1469.0,18.0,8.0,8.0,4.57,0.0,0.39,0.39,0.0,0.0,189.0,132.0,69.84,80.0,44.0,55.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,65.0,685.083,29.0,258.405,7.0,0.0,1.0,0.0,10.54,8.911,15.0,4.0,27.0,2.0,15.0,86.0,33.0,38.372,98.0,25.0,25.51,1.0,0.0,20.0,0.0,7.0,,,,,,,,,,,
